"URL,C,54","NAME,C,80","TYPEID,N,9,0","TYPE,C,60","MAP_REF,C,9","LONGITUDE,N,9,6","LATITUDE,N,9,6","COUNTY,C,35","ACCURACY,N,9,0","CONDITION,N,9,0","AMBIENCE,N,9,0","ACCESS,N,9,0","IMAGE,C,9","COLOUR,C,9"
99999,CARROWMORE SL014-209020-,21,Viewpoint,,-8.51816397,54.24983016,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209021-,21,Viewpoint,,-8.518408,54.2497123,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209022-,21,Viewpoint,,-8.5185654,54.24880407,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209025-,21,Viewpoint,,-8.51718883,54.25038247,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209027-,21,Viewpoint,,-8.51590734,54.25098102,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209028-,21,Viewpoint,,-8.51538419,54.25086644,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209030-,21,Viewpoint,,-8.51483786,54.25012297,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209031-,21,Viewpoint,,-8.51471164,54.24984495,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209032-,21,Viewpoint,,-8.51397663,54.24873386,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209036-,21,Viewpoint,,-8.52137202,54.24748005,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209038-,21,Viewpoint,,-8.52016073,54.24754818,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209044-,21,Viewpoint,,-8.51320166,54.24810816,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209046-,21,Viewpoint,,-8.51330661,54.24791003,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209048-,21,Viewpoint,,-8.51350015,54.24743297,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209049-,21,Viewpoint,,-8.51452421,54.2471141,SLIGO,0,5,0,5,,tg
99999,GRAIGUE SL014-209067-,21,Viewpoint,,-8.51762941,54.2439019,SLIGO,0,5,0,5,,tg
99999,CARROWMORE SL014-209068-,21,Viewpoint,,-8.51676213,54.24448071,SLIGO,0,5,0,5,,tg
