Number,Height,TopCentreBottom,Azimuth,Elevation,Latitude,Longitude
0,WinterSolsticeSun,Bottom,142.542748586529,4.71943380054186,53.1836111111111,-6.45055555555556
1,WinterSolsticeSun,Centre,141.876277519934,4.71881654897736,53.1836111111111,-6.45055555555556
2,WinterSolsticeSun,Top,141.236593294345,4.72621303197591,53.1836111111111,-6.45055555555556
3,WinterSolsticeSun,Top,227.785550619267,0.508643194812941,53.1636111111111,-6.49277777777778
4,WinterSolsticeSun,Centre,226.962489347988,0.636321684041771,53.1630555555556,-6.49277777777778
5,WinterSolsticeSun,Centre,226.962489347988,0.636321684041771,53.1630555555556,-6.49277777777778
6,WinterSolsticeSun,Centre,226.949124277099,0.642627914758781,53.1630555555556,-6.49277777777778
7,WinterSolsticeSun,Bottom,226.086423429194,0.785094292407992,53.1627777777778,-6.49194444444444
8,SummerSolsticeSun,Bottom,53.9743468441192,3.80972348193491,53.2158333333333,-6.3825
9,SummerSolsticeSun,Centre,53.5024673387487,3.83004366094105,53.2166666666667,-6.38222222222222
10,SummerSolsticeSun,Top,52.9341001806982,3.79429231934441,53.2169444444444,-6.38277777777778
11,SummerSolsticeSun,Top,311.769721108426,1.20188999493321,53.2136111111111,-6.50555555555556
12,SummerSolsticeSun,Centre,311.420081770747,1.10454961740664,53.2133333333333,-6.50555555555556
13,SummerSolsticeSun,Bottom,311.036613439704,1.02522252300308,53.2122222222222,-6.50444444444444
14,EquinoxSun,Bottom,95.632662135572,4.05935367163472,53.1819444444444,-6.39555555555556
15,EquinoxSun,Centre,95.2653871651982,4.1172861718379,53.1822222222222,-6.39583333333333
16,EquinoxSun,Top,94.9248649221783,4.19435367820439,53.1822222222222,-6.395
17,EquinoxSun,Top,270.753575412642,0.283656943308709,53.1861111111111,-6.55055555555556
18,EquinoxSun,Centre,270.253516876765,0.318403347786792,53.1855555555556,-6.54944444444444
19,EquinoxSun,Bottom,269.833517722758,0.302554610969609,53.185,-6.55111111111111
20,MoonMinusEMinusI,Bottom,160.72357021511,4.44207386286512,53.1827777777778,-6.45138888888889
21,MoonMinusEMinusI,Centre,159.711631925297,4.46671282605663,53.1827777777778,-6.45111111111111
22,MoonMinusEMinusI,Top,158.746743837867,4.49223476373237,53.1827777777778,-6.45111111111111
23,MoonMinusEMinusI,Top,208.249141684225,2.49170796852942,53.1511111111111,-6.48361111111111
24,MoonMinusEMinusI,Centre,207.619742918112,2.43489992290909,53.1508333333333,-6.48305555555556
25,MoonMinusEMinusI,Bottom,206.929961816129,2.39322163190841,53.1505555555556,-6.48222222222222
26,MoonMinusEPlusI,Bottom,132.07369547833,4.45004516751383,53.1838888888889,-6.45027777777778
27,MoonMinusEPlusI,Centre,131.476585345053,4.42571577819774,53.1838888888889,-6.45027777777778
28,MoonMinusEPlusI,Top,130.913716139383,4.41694997169939,53.1838888888889,-6.45
29,MoonMinusEPlusI,Top,237.621547215835,-0.172915312112347,52.9194444444444,-7.14305555555556
30,MoonMinusEPlusI,Centre,237.102859083508,-0.155874960504537,52.9158333333333,-7.13888888888889
31,MoonMinusEPlusI,Bottom,236.631468787483,-0.164475072616089,52.9125,-7.135
32,MoonPlusEMinusI,Bottom,63.9512891866465,3.29283315085488,53.1869444444444,-6.4475
33,MoonPlusEMinusI,Centre,63.4586936073682,3.26983981938011,53.1869444444444,-6.4475
34,MoonPlusEMinusI,Top,62.9600859710958,3.24383917143488,53.1869444444444,-6.4475
35,MoonPlusEMinusI,Top,301.313758000024,0.635090593332811,53.1955555555556,-6.48083333333333
36,MoonPlusEMinusI,Centre,300.868665620538,0.617144968703064,53.1952777777778,-6.48055555555556
37,MoonPlusEMinusI,Bottom,300.436313592059,0.592833985904949,53.195,-6.48055555555556
38,MoonPlusEPlusI,Bottom,44.0382404982118,3.07823462479436,53.2094444444444,-6.41416666666667
39,MoonPlusEPlusI,Centre,43.5228830054711,3.09465759461529,53.2102777777778,-6.41305555555556
40,MoonPlusEPlusI,Top,43.0214248474193,3.11991307038819,53.2105555555556,-6.41388888888889
41,MoonPlusEPlusI,Top,320.856829726374,1.29324770723086,53.2194444444444,-6.49916666666667
42,MoonPlusEPlusI,Centre,320.187444908371,1.32649356384701,53.2188888888889,-6.49944444444444
43,MoonPlusEPlusI,Bottom,319.601929553639,1.32583867839676,53.2186111111111,-6.50027777777778
44,CrossQuarterSun1,Bottom,66.0680043778755,3.40086935466944,53.1869444444444,-6.4475
45,CrossQuarterSun1,Centre,65.5678896106689,3.37931780207637,53.1869444444444,-6.4475
46,CrossQuarterSun1,Top,65.0551277016265,3.350279167084,53.1869444444444,-6.4475
47,CrossQuarterSun1,Top,299.365530353366,0.617295039414447,53.2083333333333,-6.52138888888889
48,CrossQuarterSun1,Centre,298.819599630731,0.650717990374563,53.2083333333333,-6.5225
49,CrossQuarterSun1,Bottom,298.286523151208,0.678108012499957,53.2080555555556,-6.52333333333333
50,CrossQuarterSun2,Bottom,126.346054305946,4.34320477990783,53.1841666666667,-6.45
51,CrossQuarterSun2,Centre,125.790567192246,4.3274068134328,53.1841666666667,-6.45
52,CrossQuarterSun2,Top,125.234553764396,4.30950571685101,53.1841666666667,-6.45
53,CrossQuarterSun2,Top,242.192675826596,0.0182951234739594,53.1452777777778,-6.57888888888889
54,CrossQuarterSun2,Centre,241.779351261143,-0.0198644033918008,53.1447222222222,-6.57861111111111
55,CrossQuarterSun2,Bottom,241.359830992416,-0.0551039794172931,53.1441666666667,-6.57833333333333
