Number,Height,TopCentreBottom,Azimuth,Elevation,Latitude,Longitude
0,WinterSolsticeSun,Bottom,135.638867226863,1.68530230941617,52.9605555555556,-6.505
1,WinterSolsticeSun,Centre,135.13097946956,1.71821555332803,52.9602777777778,-6.50194444444444
2,WinterSolsticeSun,Top,134.662653477054,1.76875216022581,52.9611111111111,-6.50055555555556
3,WinterSolsticeSun,Top,221.094042733091,3.78338374160372,53.0516666666667,-6.6575
4,WinterSolsticeSun,Centre,220.613743525153,3.71876634880093,53.0516666666667,-6.6575
5,WinterSolsticeSun,Bottom,220.10002895368,3.66769554947386,53.0516666666667,-6.65722222222222
6,SummerSolsticeSun,Bottom,51.341846467447,2.21144273984217,53.055,-6.65111111111111
7,SummerSolsticeSun,Centre,50.7859528659023,2.19266122162902,53.0552777777778,-6.65138888888889
8,SummerSolsticeSun,Top,50.2308683769877,2.17615947245122,53.0552777777778,-6.65111111111111
9,SummerSolsticeSun,Top,306.006631928842,4.35891535872064,53.055,-6.65944444444444
10,SummerSolsticeSun,Centre,305.528539105047,4.34526205690563,53.055,-6.65944444444444
11,SummerSolsticeSun,Bottom,305.04327629958,4.33715016620832,53.055,-6.65944444444444
12,EquinoxSun,Bottom,94.9147089648447,3.56261898615432,53.0497222222222,-6.58666666666667
13,EquinoxSun,Centre,94.5274081638575,3.60469620553405,53.05,-6.58666666666667
14,EquinoxSun,Top,94.1667995097,3.66585812405596,53.05,-6.58611111111111
15,EquinoxSun,Top,264.823402913671,4.39380865309729,53.0527777777778,-6.66194444444444
16,EquinoxSun,Centre,264.375507831186,4.39454276395556,53.0527777777778,-6.66194444444444
17,EquinoxSun,Bottom,263.914213849547,4.40468671678294,53.0527777777778,-6.66194444444444
18,MoonMinusEMinusI,Bottom,149.1880678991,1.24254030201226,52.9502777777778,-6.55333333333333
19,MoonMinusEMinusI,Bottom,149.174475671355,1.23793671303847,52.9502777777778,-6.55333333333333
20,MoonMinusEMinusI,Bottom,149.167679861238,1.23563465838413,52.9505555555556,-6.55361111111111
21,MoonMinusEMinusI,Centre,148.321014219833,1.1938327345546,52.9497222222222,-6.54916666666667
22,MoonMinusEMinusI,Top,147.445752493215,1.13557349990107,52.9494444444444,-6.54527777777778
23,MoonMinusEMinusI,Top,147.432182989981,1.13076587559381,52.9494444444444,-6.54527777777778
24,MoonMinusEMinusI,Top,147.418614319754,1.12595778044979,52.9497222222222,-6.54555555555556
25,MoonMinusEMinusI,Top,205.569425412125,3.43445235410256,53.0505555555556,-6.65722222222222
26,MoonMinusEMinusI,Centre,204.766709645752,3.40944256625532,53.0505555555556,-6.65722222222222
27,MoonMinusEMinusI,Bottom,203.945137456294,3.38334858690419,53.0505555555556,-6.65722222222222
28,MoonMinusEPlusI,Bottom,128.180104072617,2.46855458697408,52.9669444444444,-6.47361111111111
29,MoonMinusEPlusI,Centre,127.783774815359,2.53454243810136,52.9672222222222,-6.47138888888889
30,MoonMinusEPlusI,Top,127.373184477403,2.59207721458078,52.9672222222222,-6.46888888888889
31,MoonMinusEPlusI,Top,228.858547146004,4.62601008545847,53.0519444444444,-6.65777777777778
32,MoonMinusEPlusI,Centre,228.372191635523,4.59461870594366,53.0516666666667,-6.65777777777778
33,MoonMinusEPlusI,Bottom,227.88652926609,4.56142237861062,53.0516666666667,-6.65777777777778
34,MoonPlusEMinusI,Bottom,61.5054155796794,1.67874264057748,53.0547222222222,-6.65027777777778
35,MoonPlusEMinusI,Centre,61.0789835015403,1.70274618875402,53.0547222222222,-6.65027777777778
36,MoonPlusEMinusI,Top,60.6399054969924,1.71969958584967,53.0547222222222,-6.65027777777778
37,MoonPlusEMinusI,Top,295.115743540227,4.47918635909105,53.0544444444444,-6.65944444444444
38,MoonPlusEMinusI,Centre,294.642514285659,4.49440602350331,53.0544444444444,-6.65944444444444
39,MoonPlusEMinusI,Bottom,294.168800104853,4.51069778273148,53.0544444444444,-6.65944444444444
40,MoonPlusEPlusI,Bottom,42.2443214575113,2.0943572781102,53.0555555555556,-6.65166666666667
41,MoonPlusEPlusI,Centre,41.697448677508,2.10261064573824,53.0555555555556,-6.65166666666667
42,MoonPlusEPlusI,Top,41.1257793785422,2.10125649094362,53.0555555555556,-6.65166666666667
43,MoonPlusEPlusI,Top,314.323756772985,4.43356462956779,53.055,-6.65833333333333
44,MoonPlusEPlusI,Centre,313.795430590998,4.43532216023751,53.055,-6.65861111111111
45,MoonPlusEPlusI,Bottom,313.304193487981,4.41824025867197,53.055,-6.65861111111111
46,CrossQuarterSun1,Bottom,63.3113348870714,1.57541388648628,53.0541666666667,-6.65166666666667
47,CrossQuarterSun1,Centre,62.8644940222772,1.5936188264349,53.0547222222222,-6.65055555555556
48,CrossQuarterSun1,Top,62.4247154322122,1.6168586501517,53.0547222222222,-6.65055555555556
49,CrossQuarterSun1,Top,293.104079685394,4.54521908736764,53.0541666666667,-6.65944444444444
50,CrossQuarterSun1,Centre,292.617038035221,4.56273006411729,53.0541666666667,-6.65944444444444
51,CrossQuarterSun1,Bottom,292.13605562286,4.57677615409359,53.0541666666667,-6.65944444444444
52,CrossQuarterSun2,Bottom,123.036130347001,2.51082474317238,53.0111111111111,-6.54777777777778
53,CrossQuarterSun2,Centre,122.631150771534,2.56944782127544,53.0116666666667,-6.54722222222222
54,CrossQuarterSun2,Top,122.185039665268,2.60321477535364,53.0122222222222,-6.54694444444444
55,CrossQuarterSun2,Top,233.781144713929,4.9525397162856,53.0519444444444,-6.65777777777778
56,CrossQuarterSun2,Centre,233.293643914621,4.92844471297001,53.0519444444444,-6.65777777777778
57,CrossQuarterSun2,Bottom,232.820556363465,4.89494204257567,53.0519444444444,-6.65777777777778
