Number,Height,TopCentreBottom,Azimuth,Elevation,Latitude,Longitude
0,WinterSolsticeSun,Bottom,141.978844235579,4.57519966203521,53.0541666666667,-6.5575
1,WinterSolsticeSun,Centre,141.305568957319,4.56713632810605,53.0566666666667,-6.56055555555556
2,WinterSolsticeSun,Top,140.73558449529,4.60107682844805,53.0566666666667,-6.56027777777778
3,WinterSolsticeSun,Top,214.594947742663,6.55189958470883,53.0533333333333,-6.58111111111111
4,WinterSolsticeSun,Centre,214.132186373726,6.45014987950501,53.0533333333333,-6.58083333333333
5,WinterSolsticeSun,Bottom,213.656451017054,6.35184569165268,53.0533333333333,-6.58083333333333
6,SummerSolsticeSun,Bottom,48.9094019979854,0.927838166482964,53.18,-6.34583333333333
7,SummerSolsticeSun,Centre,48.380021345195,0.933532553565623,53.1811111111111,-6.34805555555556
8,SummerSolsticeSun,Top,47.7719190325652,0.902064245472382,53.1825,-6.35
9,SummerSolsticeSun,Top,315.140507066227,-0.433158011969592,53.5752777777778,-7.4325
10,SummerSolsticeSun,Centre,314.585411786564,-0.440450820758608,53.4919444444444,-7.30388888888889
11,SummerSolsticeSun,Bottom,313.941948933262,-0.40630656996579,53.2316666666667,-6.86166666666667
12,EquinoxSun,Bottom,92.6855546618947,1.98446685150068,53.0580555555556,-6.38222222222222
13,EquinoxSun,Bottom,92.6722192837201,1.9752049014391,53.0580555555556,-6.38222222222222
14,EquinoxSun,Bottom,92.6722192837201,1.9752049014391,53.0580555555556,-6.38222222222222
15,EquinoxSun,Centre,92.1453529566056,1.91795757997207,53.0591666666667,-6.38222222222222
16,EquinoxSun,Top,91.53188052309,1.80078192588021,53.0602777777778,-6.3825
17,EquinoxSun,Top,265.946182810409,3.58356040408756,53.0625,-6.58888888888889
18,EquinoxSun,Centre,265.291485775238,3.73348814836694,53.0625,-6.58888888888889
19,EquinoxSun,Bottom,264.690094485759,3.84482623649495,53.0622222222222,-6.58888888888889
20,MoonMinusEMinusI,Bottom,163.823069703766,5.2008521597846,53.0452777777778,-6.56055555555556
21,MoonMinusEMinusI,Centre,162.882976974836,5.27511889309818,53.0455555555556,-6.56027777777778
22,MoonMinusEMinusI,Top,161.918259223966,5.33477911049418,53.0475,-6.56055555555556
23,MoonMinusEMinusI,Top,201.52703356587,4.53525144921944,53.0538888888889,-6.57583333333333
24,MoonMinusEMinusI,Centre,200.781817192758,4.46007684182169,53.0536111111111,-6.57555555555556
25,MoonMinusEMinusI,Bottom,200.088639816541,4.36712726764596,53.0536111111111,-6.57555555555556
26,MoonMinusEPlusI,Bottom,132.854865789167,4.93610121244241,53.0575,-6.55888888888889
27,MoonMinusEPlusI,Centre,132.229153780181,4.90013928729842,53.0575,-6.55888888888889
28,MoonMinusEPlusI,Centre,132.215163493856,4.8929046912664,53.0575,-6.55888888888889
29,MoonMinusEPlusI,Centre,132.215163493856,4.8929046912664,53.0575,-6.55888888888889
30,MoonMinusEPlusI,Top,131.616858122206,4.86837895050333,53.0575,-6.55833333333333
31,MoonMinusEPlusI,Top,222.386535334838,7.82737740649015,53.0533333333333,-6.58472222222222
32,MoonMinusEPlusI,Centre,221.863287061212,7.78497400745568,53.0533333333333,-6.58444444444444
33,MoonMinusEPlusI,Bottom,221.355368064355,7.73367060760861,53.0533333333333,-6.58444444444444
34,MoonPlusEMinusI,Bottom,63.4160029609009,2.89506261531251,53.0919444444444,-6.47388888888889
35,MoonPlusEMinusI,Centre,62.9431696970892,2.88553321494963,53.0925,-6.47416666666667
36,MoonPlusEMinusI,Top,62.4186932686291,2.84343965883651,53.0930555555556,-6.475
37,MoonPlusEMinusI,Top,303.19473792307,-0.424391453752627,53.2011111111111,-6.92222222222222
38,MoonPlusEMinusI,Centre,302.736655099778,-0.43894516539459,53.3402777777778,-7.29666666666667
